10,10,20,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,40,30,30,30,30,30,40,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,50,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,50,50,40,40,40,30,30,30,30,30,30,20,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80
10,10,10,20,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,30,30,30,30,30,30,30,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,50,50,50,50,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,50,40,40,40,30,30,30,30,30,20,20,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80
20,10,10,10,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,50,50,50,40,40,40,40,40,40,40,30,40,40,40,40,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,30,30,30,30,30,30,30,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,40,40,40,40,40,40,50,40,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80
20,20,10,10,10,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,50,50,40,40,40,40,40,40,40,30,30,40,40,40,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,30,30,30,30,30,30,30,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,40,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,20,20,30,30,30,80,80,80,80,80,80,80,80,80,80,80
20,20,20,10,10,10,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,30,30,30,20,30,30,30,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,40,40,30,30,30,30,30,30,40,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,40,50,50,50,50,50,50,50,50,50,50,50,50,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,30,30,30,30,30,20,20,20,10,10,10,20,20,30,30,80,80,80,80,80,80,80,80,80,80,80
30,20,20,20,10,10,10,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,30,30,30,30,30,30,30,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,40,40,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,40,50,50,50,50,50,50,50,40,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,30,40,40,40,40,40,40,40,40,50,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,20,20,30,30,30,80,80,80,80,80,80,80,80,80,80,80
30,30,30,20,20,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,30,30,30,30,30,30,30,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,40,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,30,30,30,30,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
30,30,30,30,30,20,20,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,60,60,50,40,40,40,40,40,40,40,40,30,30,30,30,30,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,40,30,30,30,30,30,30,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,40,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,30,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
30,30,30,30,30,30,20,10,10,10,10,20,20,30,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,20,20,20,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,40,40,30,30,30,40,30,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,30,30,10,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,40,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,40,40,40,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,70,70,70,70,70,70,70,70,70,70,70
30,30,30,30,30,30,20,20,10,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,30,40,40,40,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,30,30,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,30,30,30,30,30,30,40,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,70,70,70,70,70,70,70,70,70,70,70
